f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,Class
-1.136479376,4.210545931,10.38850952,-2.383271237,3.720789312,-7.737100978,-1.47315617,-6.320184832,9.952036683,0.826347568,5.379919067,-2.089428774,4
5.355383634,11.32882468,-6.323454773,2.42002291,-12.17264901,-1.746425156,-11.77308673,12.86412982,0.872362411,6.759595258,5.315626476,7.204887988,1
6.963266968,14.53205073,-5.59918617,1.303227866,-9.522167884,-1.144633991,-6.935958046,5.358848257,-1.417938723,7.485589509,5.473860631,5.262833892,1
0.237923907,1.39745054,9.78789777,-2.538794955,0.391499513,-4.845543884,3.684655554,-5.610224108,6.430055357,-0.306028228,6.059338313,-8.495797427,4
9.13551867,1.276024994,-5.076799332,-2.471003651,5.337215548,8.590127948,1.922524609,-9.391441064,3.567717879,-4.525605261,3.827739539,7.422157886,5
0.94955799,0.697943906,5.931461996,0.004319133,2.289307327,-8.449118474,-1.47867913,-4.029083843,6.968526115,-2.528256551,2.941905409,0.170815422,4
8.835078019,8.365371925,-6.073918866,3.538083901,-11.6278158,-1.988889456,-12.09979404,11.65198603,2.74036666,10.80144778,9.774430805,6.424088062,1
6.334061123,-2.434548033,-1.554483575,2.281084181,7.000163688,8.579231888,0.125617805,-11.26095701,2.041029015,-3.559677487,5.91872657,5.325846033,5
-0.697622262,3.061774708,-2.310269785,2.648211844,-3.536867867,5.292609849,3.968932684,-2.865295276,0.815374106,-1.261551921,1.859016836,-5.803252491,3
-7.587169542,-12.24734558,-0.141518725,-5.686844213,3.930211457,-3.477321853,1.577803678,11.28511594,-1.917251231,-9.217301504,-9.475198467,-1.309826251,2
10.92730596,2.896406201,9.345152015,0.810479546,3.180100255,-6.5749068,7.393471328,-11.03862859,-5.707271827,-2.465370936,2.351224878,-6.777078007,0
-3.312264077,-2.342330498,-2.728945164,5.363539992,0.744897425,3.948766289,3.84836484,-6.444077161,-4.684660681,-0.501675377,4.184844261,-5.191885952,3
10.03130338,-1.989906817,-5.494017275,-0.53745181,9.237320559,6.474718372,1.419884869,-9.335630046,2.671297032,-3.143961555,4.097614963,9.558847458,5
9.650822319,-1.236319141,9.063788501,3.356325473,2.64936493,-3.195431308,9.018965405,-9.823761979,-1.666324536,-1.30275869,6.466078659,-2.361409256,0
11.46648526,2.44991587,9.706196034,1.948156598,3.915118875,-7.6604265,10.07146389,-12.74761231,-5.444146944,-1.849416368,7.416921636,-4.601717176,0
8.986598686,8.747649364,-9.773987393,2.581274402,-13.74827907,-2.544169828,-13.13722285,4.728754128,5.134009319,8.306132771,10.09155864,2.222616053,1
8.221341247,8.095175181,-9.062916841,4.355392286,-6.041485892,-1.957793848,-8.123311406,5.412631693,-2.020608104,6.742697328,3.896007133,6.481992058,1
13.06786928,-0.158535001,5.46732292,3.364554033,3.214321575,-5.977206906,10.91510764,-5.132740893,-4.583084429,-1.735038722,5.298386988,-7.195699776,0
2.362075619,3.77361409,-1.17955459,4.587237407,-3.291866835,2.700078778,7.176518109,-9.500566261,-4.473913778,-2.076379782,5.397524803,-4.969876386,3
-8.139377069,-7.239991297,2.116808956,-9.517460953,7.503054743,-2.532617846,-2.28790333,6.691503368,-1.778809848,-8.918135549,-7.250510719,-3.427714119,2
5.705279459,4.72083851,10.44472278,-0.5217261,5.16979546,-4.603962607,2.505191239,-2.172285474,7.671381662,-7.379281705,7.000773804,-2.50938334,4
3.006778895,5.351345975,8.90013477,0.05792425,2.940105575,-6.349496841,-0.226843045,-7.774691487,6.225753897,3.016179766,7.921272599,0.996964524,4
3.17669732,3.847558332,4.414982031,-3.218655512,1.319640168,-1.989120942,-0.336749724,-4.585821079,10.76216669,0.998763372,6.18675884,-2.685088939,4
9.147477753,2.838305485,-5.659901801,0.725365903,7.392404428,5.698740342,2.052973025,-7.175514185,3.838058873,-3.91821161,3.108374669,6.406646855,5
8.978071666,1.033970905,-2.147115655,1.317288761,7.357845866,9.118132684,-0.698233143,-13.18933222,2.93260421,-5.60681528,3.597034214,9.445641632,5
2.606635864,2.976453234,6.164386624,-3.098184816,1.708185369,-5.930003011,1.001187313,-5.857245782,7.908682532,-0.302563034,7.171421983,1.279257321,4
6.568278356,1.011775676,-3.598441818,-0.279485903,8.477415635,6.542380444,0.285337838,-3.614990217,0.121010952,-4.547474892,8.404538255,7.353643998,5
8.326438748,-1.837665749,12.10847217,5.341569678,4.881477236,-4.680399182,11.13680061,-11.90214268,-6.414461249,0.971450728,7.813694654,-6.297126705,0
1.195395031,2.20777589,6.955005452,-1.325714238,1.92981497,-6.633005333,0.002164611,-6.020372161,4.926630393,-3.027717059,5.099294289,-3.774634861,4
7.641854711,8.525734583,-5.609606182,1.291964878,-9.547679127,-3.13146478,-8.336347835,9.381240059,1.138519448,5.179760637,4.988000059,6.636627587,1
-1.965530385,2.573241142,-1.460245069,4.912178881,-0.497294788,1.294184447,2.441242352,-8.390453938,-2.782546297,-3.487852068,6.757827846,-3.621292949,3
6.674096533,3.278700324,5.845844942,-2.106336725,2.946956046,-5.656369267,1.186178148,-3.468321518,6.684519251,2.043598776,8.685751125,0.520083936,4
5.429304458,11.55814945,-4.410000167,1.086371219,-10.01720538,-2.52558498,-10.17120905,6.992639525,0.162557142,8.066173162,8.208901682,9.214464358,1
7.527429885,5.827161271,-7.583346002,5.785843721,-13.7179312,-0.995910657,-13.65983658,12.04006398,-1.607267307,9.37585071,3.85159005,6.890613808,1
5.183711872,11.65333452,-7.907649915,0.088741019,-6.305103359,0.955035973,-9.288417399,6.525846827,-0.592074329,8.663545902,7.151140524,5.987074697,1
-4.550183334,-7.187723166,2.839292914,-5.374575411,1.382378583,-0.29568735,0.08332472,12.18742837,0.105631967,-8.138772376,-9.63252898,1.614943745,2
9.956947704,6.979830752,-8.384711508,2.757258964,-12.4033386,-2.438642007,-9.0839037,8.460447617,-2.285785014,12.11734366,1.509302042,9.617344485,1
1.108421582,3.312130517,-3.495173045,3.605746351,-3.69728071,0.625089271,6.196264361,-8.436213314,-2.432115244,-0.330666849,7.404905322,-3.16615058,3
1.618816284,-0.216066401,8.53051208,-3.251571722,2.912704918,-9.057579959,-1.567821168,-4.732188801,6.263794763,-2.385846012,5.207191391,0.508591759,4
-4.926288192,-6.925276467,-3.511611354,-11.97326441,4.077811485,-3.182367996,0.260839264,10.54859128,2.312451792,-9.216292645,-5.695715921,3.62287215,2
-0.826164051,-0.428018524,5.929437114,-2.471926423,0.898500603,-6.043091081,-2.247522786,-6.52316914,6.932013429,0.519720543,7.297398816,-6.152917402,4
1.424659909,2.067037077,9.244391933,-0.558592997,3.56960537,-2.757394966,-1.644044869,-4.837970576,6.710157027,-0.076802081,6.108519624,-5.606774586,4
0.841982289,3.114813803,-1.133464536,3.41732753,-5.847664849,1.482706642,3.289611814,-2.378849189,-4.820817485,3.276140462,6.060351992,-4.827386083,3
7.892399883,-4.242579325,-2.825599667,0.321898225,7.009164076,4.853364128,2.535593855,-11.56265692,1.112128957,-9.704420143,5.404721674,8.38897264,5
6.566120587,-2.92963418,-5.970522183,4.723552363,6.639672146,7.345120545,6.223129835,-9.457566933,1.477760654,-6.5399202,4.746193994,9.160267769,5
9.394116578,11.1165243,-5.857121987,2.458112916,-10.62980898,-1.91177395,-9.627770144,10.30552795,-1.20042037,8.381177594,5.921540524,8.321649902,1
2.22870987,1.039913914,0.036411019,3.035875991,-3.928623949,1.215701336,4.096367906,-7.402338617,-1.345802289,-1.138412251,3.802921141,-3.958136651,3
12.04032207,-0.971586265,11.90483145,3.270479556,5.068789878,-7.447635614,9.001990746,-9.682864554,-2.97160855,-0.333894009,6.231179704,-4.086925361,0
0.811252068,1.846803958,-4.22321564,3.041485865,-3.458732208,3.129065825,3.881209904,-8.819002674,-5.490245254,1.790368651,3.377068486,-2.670970078,3
6.514319104,-0.904521614,-3.552519848,1.183326424,5.43897088,8.927633816,2.461155935,-6.648913572,3.026799893,-5.863985546,4.505367621,11.02815189,5
-6.427009159,-8.045978513,1.784917181,-4.309577775,2.995364386,-3.354999157,0.899652193,9.503886843,-0.245479041,-7.362040382,-7.021014458,-0.23763032,2
4.353489051,10.43851078,-6.297499667,3.052062496,-6.924307883,-2.559704058,-9.33626256,9.30244066,-0.179283951,11.90456443,1.273290449,7.944546198,1
-5.784864524,-9.995438905,4.878693545,-1.788163367,3.612094338,-2.400583419,1.438062253,12.65265,-2.136972328,-8.260026263,-4.277683988,4.238482656,2
-7.484696998,-4.438968537,2.301228185,-6.567199925,2.670592511,-0.467731945,0.592261519,12.0689564,3.331134922,-6.895673277,-6.559947085,-2.081291564,2
0.880741244,3.358651587,-2.90753849,2.070952111,-2.570935942,0.203691461,7.773560118,-8.879205876,-1.222926683,0.407108004,3.908969168,-5.450231777,3
2.18653353,1.159088577,-1.561653222,4.864586801,-3.392587863,1.467873325,3.295807315,-4.574812733,-1.939620186,1.950740805,6.375715057,-5.770849222,3
4.073531421,6.993361668,-7.139461407,2.034918379,-9.178464225,0.234704936,-9.856420279,10.19144109,-3.386574045,8.865711252,6.029640862,8.255187927,1
8.131595805,12.63172613,-5.495088022,3.316160589,-10.31924623,-2.0659378,-11.39941878,9.439873574,2.754304513,7.597726733,5.318419145,10.05080689,1
-4.55722731,-11.71425522,2.202762886,-7.844271004,3.331919935,-2.155627596,0.950232395,8.549943877,-1.795360216,-9.628167287,-4.944688037,2.036055571,2
1.020659124,1.000594462,-4.26360757,2.889498681,-5.034985091,2.338770397,5.352702355,-7.206262591,-1.788833621,2.557575889,2.718624542,-2.715708449,3
-7.913812888,-8.274355699,1.339718004,-10.28628471,5.517159093,-0.258536964,0.93750987,5.711572485,-0.266841439,-5.567403635,-2.450914525,2.127484002,2
11.31549361,2.074756422,11.28842318,6.570686477,-0.609297012,-3.4505668,6.014444424,-8.958664718,-0.666698095,-0.495290812,5.548170807,-6.186161028,0
6.001702953,-4.491932311,-3.042897063,-0.163401104,4.994000001,6.40072582,0.062880343,-6.055886982,4.176182728,-5.220159648,5.663739995,8.140937996,5
-3.915846549,3.312394762,9.230910654,-1.835388189,2.119511392,-2.135731864,0.162091334,-4.58119461,2.58733563,-1.600264345,6.057763697,-2.464622165,4
-6.901709373,-10.28899323,2.899236501,-9.723906965,6.682632073,-2.127961987,2.330571238,8.372106158,0.587050159,-8.679036981,-6.56854667,-0.67428212,2
-6.394014004,-10.26420751,1.361049227,-8.537696355,7.34629955,0.143114391,-0.141056311,7.950201156,-0.366600395,-10.21901081,-5.956830795,0.724601679,2
-0.699390198,-0.688095427,-0.309955847,5.696834526,-0.627117444,3.668955,4.571749288,-9.322736908,-4.656274566,-2.933607849,3.139531738,-8.199343268,3
0.382322388,1.424525646,-2.666332388,2.997508073,-2.868569186,-1.454315877,8.545141521,-7.691309533,-3.590065018,1.190078967,7.164459545,-3.378013164,3
1.635889715,2.152703883,1.544126678,2.710115722,0.226453607,4.18251903,6.482499196,-3.569901086,-0.228988113,0.101795954,2.618856178,-5.714322174,3
7.127437349,10.03913865,-8.79349241,2.37918477,-9.278786721,-3.457066506,-8.870463684,11.52779667,-2.024129626,10.80705138,6.904932934,6.285680004,1
8.617608761,4.595065577,8.93614915,6.181754266,6.197389339,-9.570168238,8.115093751,-9.003657493,-4.532071659,0.959958531,1.845932568,-5.545627282,0
-3.122557894,-7.425295055,1.053190257,-5.842346902,6.086981111,-4.22896274,0.79906828,14.00465078,0.750193487,-11.15503505,-6.483518853,-0.576339083,2
-7.193270615,-8.718270007,2.784510391,-4.586155325,3.833635685,-0.323558041,-0.767861977,9.565207162,-1.650228817,-6.408899907,-7.588459643,0.828062193,2
9.236072907,10.95152353,-5.726657834,2.608892065,-7.60354101,-1.321217504,-7.642428835,7.703519531,0.725857794,11.12025036,7.589117401,6.577517296,1
1.200015318,3.580267179,6.711765138,-1.14936915,1.471364454,-7.971062979,-1.335701301,-4.334712772,11.53488645,-2.377813385,8.466059331,-1.408013761,4
11.46938044,-2.381572894,10.46517564,1.445073176,5.91787333,-5.62635352,8.995700849,-10.09809475,-4.308616661,-3.201549352,3.587157641,-7.271526606,0
7.310552821,8.187397946,-8.194743262,1.146985228,-9.121182078,0.122089612,-6.867984709,9.647572331,-4.884382598,9.988986874,7.074679904,3.338278325,1
-8.548656088,-5.269608279,0.413330832,-4.816526233,4.511114343,-2.738631375,2.861857628,5.283219569,0.805584538,-8.600077275,-8.466671093,1.565476926,2
1.655390232,0.569790586,7.132250121,-3.736275663,1.713956634,-8.281935075,1.801177111,-9.060295521,10.42155384,-4.103256214,8.117475684,-3.304817741,4
0.110274217,0.412657374,6.521050837,-2.83283012,6.878360191,-7.292125535,0.392279305,-9.805710699,7.393790282,-0.619998467,5.833744956,-1.969401369,4
8.529779231,0.878407395,13.69926447,9.298111923,5.847942763,-8.651784401,12.75649809,-10.58343976,-2.543931706,-3.158957991,4.165760862,-1.904816051,0
0.893701001,0.244700589,10.29421594,-2.488456269,5.45976746,-2.160457513,1.636510824,-8.907897792,7.584818169,-1.508768854,4.678228404,-2.854421813,4
3.517611179,11.0681537,-5.372079591,1.887497263,-12.80257796,0.130186851,-8.134213928,7.450719235,0.312838298,13.41393406,8.399482375,7.556434313,1
5.096099285,9.159971811,-6.573477593,2.749538027,-10.74360259,-0.990250953,-7.366251961,8.311709838,4.632340671,9.656279541,4.906470983,7.958979654,1
9.171573422,-1.085507596,-6.177377394,2.139360832,3.052322034,10.08952,1.804049973,-7.912969321,1.446945868,-5.30431024,4.614523776,7.067878892,5
4.890003698,8.932206935,-6.425765441,2.363739124,-9.549960516,-2.138014117,-9.49676641,8.696271364,-0.257663455,11.43500701,4.187291084,8.671695849,1
5.535751071,-0.618362976,-0.789067676,0.723147332,6.241424988,8.767449123,1.492187598,-7.635918409,-2.151810105,-5.509362018,5.325255993,5.950042175,5
2.646579436,3.307873695,-1.585865728,3.037283707,-4.140331617,1.704238262,3.45635674,-9.209405639,-2.126487847,1.027055266,4.140546517,-2.776806821,3
9.391432438,2.649304493,6.273851217,5.642688118,9.131640251,-6.0146785,8.666673482,-9.55546286,-6.515071689,-1.21281743,5.78053624,-5.317473735,0
-9.124334453,-8.47415721,1.123740672,-5.421056866,4.760002225,-1.825042277,-1.636309117,6.272165189,3.00017887,-7.631794311,-9.345341271,-0.037684107,2
-3.855510218,-10.89358177,1.416701367,-5.765602635,5.652465743,-2.992081734,-1.151555334,5.528116032,-1.006938265,-5.449451335,-6.229556008,-0.25833335,2
-7.859179542,-5.388637113,1.853923744,-5.543311436,4.58232956,-2.729841134,-1.604955123,8.609778637,4.724875471,-6.084401989,-8.032558988,1.935756918,2
10.09010527,9.017184187,-7.584802405,5.030680571,-10.21329643,-3.298587619,-9.751669354,9.156911002,-1.846715294,7.145944354,6.458512311,6.00152178,1
0.15807999,4.930845317,-4.827130827,4.412964658,-2.641744312,1.407231712,3.948965709,-7.742494308,-1.828890059,-1.528533998,4.252331522,-3.500506551,3
12.37410872,-0.772564697,5.916070937,4.788712725,4.403987458,-3.817005482,6.828816974,-10.92616944,-2.321861868,-0.376497397,7.555989932,-6.127211939,0
7.560852892,-4.211582033,-5.606703035,-0.44719688,9.936471231,4.814302689,0.558688384,-11.80911588,-2.118660197,-3.670021047,0.801787372,5.211894138,5
5.796097411,7.59070172,-5.55505555,0.929022101,-11.3708983,-2.089633991,-8.516914211,8.748757851,-4.123759543,8.612607669,4.219752309,6.43412747,1
-8.313386209,-8.075575037,5.63380158,-9.539998731,3.22200012,-0.726515534,2.135435929,8.457298904,1.84477828,-7.155034769,-6.539427389,0.203950364,2
9.097664963,3.628119096,8.709714014,-1.933417048,3.497472234,-7.64698218,8.296146789,-8.136623831,-12.00199611,0.468252703,6.767224854,-3.453667286,0
5.955174703,9.073091207,-5.551811968,3.447546331,-13.13272127,-4.980119251,-9.18079708,9.154345166,-0.679168402,10.40541145,6.363789324,8.595518152,1
-3.354197041,1.69055706,-0.156662874,3.301219899,-0.837555929,1.550933627,4.127331367,-5.706476473,-1.668355701,1.57933241,6.563557373,-4.863233453,3
0.70166635,2.257508919,-0.83468468,1.999627359,3.279278191,-0.628127319,6.957244097,-6.914261721,-6.293837152,0.123467944,5.315801966,-4.846949154,3
5.850489027,0.577439068,-4.142325129,3.190485017,5.349813891,4.712411533,3.013192113,-7.194482234,0.8555212,-4.689703728,0.272062948,8.868563332,5
8.900973216,8.0788654,-9.980572748,-0.463240673,-8.79240376,-2.017640117,-8.79849025,8.089149398,-0.526187553,8.859803553,4.570582554,7.340705306,1
6.327256498,12.34372068,-6.007201217,2.998877992,-6.928032689,0.719957741,-9.14165193,7.64181041,-0.997685,11.04985504,7.489327973,7.205473709,1
-2.004673084,5.750115995,7.618653787,-2.06694298,2.565548285,-5.781009779,3.583606976,-3.340527339,8.491829599,1.594041035,9.172901596,-3.253210615,4
-5.613504975,-10.58304758,2.265011541,-8.78094387,4.754498935,-3.120322738,-2.750897512,8.583769839,0.249578855,-5.882582711,-6.072244414,-2.069784379,2
1.998592766,3.760224242,-3.141989597,3.432877378,-4.888498017,3.812910999,5.17303216,-6.02079948,-1.334856423,2.042480198,0.981225846,-5.777366169,3
7.970825515,0.129929608,11.23395337,3.802169495,6.594393572,-2.738963576,8.578164786,-8.207247454,-5.466860578,-4.363200213,9.034104935,-6.698968425,0
2.459844443,3.337295208,6.26505548,-4.153597048,4.060536024,-6.595444372,0.257852264,-6.451919306,6.535321954,-2.129449709,9.046586295,-2.497927742,4
2.090587228,-0.358852558,-1.200370115,0.282357452,-4.802139656,4.374576396,4.454231523,-3.73765062,-1.717134113,-0.431449219,3.419672783,-3.475347699,3
3.238259106,1.565541469,0.837212318,0.375429044,2.119517706,-5.095164809,1.629402409,-6.573978705,5.405354261,0.510114808,5.520783419,-1.843226427,4
6.204501143,10.79906466,-9.911658317,2.243740175,-8.617962331,0.183973759,-9.789927295,9.614570992,-0.476883907,12.54191515,6.106745874,8.057082998,1
-1.161481019,5.751178447,-0.516885144,4.908423665,-2.38542625,2.144124326,3.198537785,-4.895633102,-2.29310037,-0.80679598,4.621784627,-5.519242586,3
2.566294857,2.236657787,8.2215596,-4.262341763,1.024161157,-8.210839056,-2.568818929,-8.377007456,7.109645168,-1.336703516,7.278876361,-4.616375644,4
-1.302131798,2.456509906,8.537095755,-4.890833127,4.403875384,-6.506947035,-6.425851024,-8.131859432,8.463204959,0.699340789,7.733611311,-0.473208668,4
-5.51700708,-8.996874092,2.14314325,-5.47842389,6.182979208,-2.716022034,1.079934301,9.173571558,1.685019782,-5.895795817,-8.31436449,-0.811093998,2
7.292904397,6.220555117,-4.903463596,-0.49941912,-9.874504136,-4.989766136,-10.75821185,9.592727275,-1.729044227,7.957381615,4.317596147,4.188460837,1
8.458456753,-3.774943058,-0.575585433,3.324209064,6.154952049,12.15063908,1.427022681,-5.972213554,0.632699959,-5.120071435,3.391988234,7.823694873,5
3.348487134,3.088577572,6.725242005,-6.816891135,4.15297092,-4.37914228,-2.311134426,-6.646900536,8.847346607,-1.266456546,4.851395933,2.096884056,4
-12.980549,-10.52282396,2.659755728,-6.691809795,2.253013661,-0.126597714,0.300996345,11.59083907,-1.190355532,-4.805403324,-3.0372581,0.234258157,2
6.273813685,1.746593682,8.991310657,6.36103976,3.324554495,-2.450169664,8.869795639,-12.12975668,-5.627692713,-3.151015011,9.019110941,-4.942456858,0
-5.7769664,-9.724977877,4.292676891,-7.991245342,7.380046759,-1.803684247,-2.205160289,8.022655439,-1.471609222,-4.323069339,-7.584430571,1.443070376,2
-6.107269179,-6.389952424,6.75551456,-8.379011042,2.643707258,0.935971228,-0.643349388,6.563268588,-0.239823412,-8.200912968,-6.219795696,1.283377187,2
10.79192043,9.874347222,-7.160350011,1.82588799,-9.283535822,-2.813760466,-8.555129148,7.6327208,-2.012228888,12.08172582,6.177776633,5.919816224,1
-6.715108735,-9.844850251,1.34392972,-6.594421389,1.74357788,-3.385707119,0.137747761,6.728029864,-1.199176818,-7.024571636,-3.843606287,2.264627486,2
0.554183709,1.838052635,-2.613630499,4.459913037,0.148909658,0.996079486,5.172671842,-4.410321482,-5.155813271,-0.038951954,5.424225772,-6.629956141,3
1.131381912,-1.296616795,-1.888007616,5.767382325,-1.801488901,3.959220306,5.513431101,-5.74448503,-0.621371041,-1.134466852,4.126263503,-1.549344972,3
9.720014501,-4.80187327,-3.806361454,3.317706449,6.99963305,6.860452368,4.835905834,-9.477348405,0.091202585,-6.465034538,8.870687254,9.318400059,5
-0.612962476,0.64441869,4.754249561,-3.709534937,0.946653472,-11.46173242,-1.27078481,-4.33487348,7.963332179,-0.092056858,8.886869827,-1.818310477,4
5.733445377,3.076433192,9.84262138,4.484479951,5.85125757,-4.579894892,10.86505066,-9.359918512,-7.770119785,-1.613970037,5.212492987,-6.704737808,0
-2.940022166,3.286942014,6.489607873,-2.963204659,3.276053099,-7.753159404,-0.625697396,-5.968071098,7.270073005,-7.119698646,6.910162411,0.208757958,4
10.52231422,-3.689347901,-1.783716724,3.15068078,4.176195732,7.174293973,1.694946875,-9.495914735,1.820982164,-6.872608363,2.270297714,9.58233711,5
5.109129401,10.63557912,-9.374249412,1.916420095,-10.9689295,-1.659403045,-9.45427701,9.403021746,-2.427862475,6.734767799,6.773146599,7.721709696,1
8.258431029,-1.306313878,-1.29184078,-0.83641507,7.054235674,9.102294285,-1.069352561,-11.51300255,0.880231468,-8.032040753,4.266951485,9.932818196,5
-0.586447953,2.94719352,-3.199584496,3.318589469,-2.654677943,2.61242478,6.128966077,-4.286996174,-2.23185491,1.256599854,2.190417394,-5.668504599,3
4.779545838,0.345251504,-4.452044654,1.8560649,6.745384289,6.293890617,3.732888982,-6.179523955,0.804096952,-4.637186366,2.554517692,8.594443775,5
6.694983233,-2.190148365,-2.088601251,3.462659757,7.066955448,6.6541947,1.282968208,-7.122663018,3.158282532,-7.086086235,4.276974194,6.698041609,5
13.01718531,1.723101155,6.673589285,0.543871113,0.515563101,-8.373406614,7.890717503,-10.09034044,-2.200979129,-2.146669313,5.660894408,-2.670040335,0
7.828847311,10.8503491,-5.063288252,6.800978026,-8.161413727,-4.435137102,-11.97715328,7.249309274,-4.169468833,7.464423392,6.012537599,8.034241916,1
6.009154082,9.052645504,-9.067465737,1.744161637,-13.75519628,-4.802391822,-9.642139969,8.483673377,-0.780567342,9.29101612,3.714021548,9.648392493,1
-6.794777569,-6.176838711,-0.768154077,-5.456592566,3.798003277,-5.536383571,3.354529285,10.19145299,2.292499171,-7.374521898,-5.592145321,1.193939397,2
3.06889254,7.319045703,-9.948854475,3.849950367,-10.0847799,-2.811690389,-6.587163917,10.67221925,3.366325767,8.551785114,6.016729868,6.195501515,1
7.784901164,10.90723028,-4.541706802,0.815488457,-11.41725219,0.54291459,-9.204004234,9.945150747,-1.590240171,9.732465112,7.710886758,10.5144232,1
-1.246137591,5.164459385,-0.132744439,0.313301358,-1.794938576,3.555206545,7.559938096,-5.877757542,-3.767756309,0.338646721,1.518719695,-5.33612329,3
6.702595646,-0.80367423,-1.669864423,0.424982594,5.31716624,5.072554941,-3.35022367,-6.539549898,0.495585591,-9.780567884,1.202545812,6.181516232,5
12.73055031,0.813871229,8.888584011,5.918472874,5.282415441,-7.203809766,9.254269473,-4.067129799,-2.757474293,0.360890073,7.227525784,-8.514843565,0
3.594328788,7.639641062,-6.955837017,6.332653999,-7.263860934,-4.067021778,-10.08730539,8.224599159,-0.809672868,10.128735,4.886709063,11.10256135,1
10.23714627,1.776229224,11.15439258,1.293810412,4.056745368,-1.401693763,7.80923898,-12.55284974,-5.379110349,-0.637071648,5.144004393,-9.137083627,0
6.195420053,-2.504991043,10.78070972,6.408482106,1.581275704,-3.984414103,9.123578559,-7.694412002,-8.813430586,1.11117459,10.45004587,-5.193772916,0
-7.490742321,-10.27737611,2.958494949,-5.981810163,2.436192148,-4.77615417,2.790410072,6.595641264,0.394659665,-7.030399675,-9.113504171,1.785548811,2
-1.904374908,2.73723977,8.686114343,-0.059767268,2.020472325,-10.31318264,-0.655860992,-5.508382239,11.12104733,-1.818070075,6.999623232,-0.057982708,4
-0.963320539,0.047924597,7.178364261,-3.712900047,5.140922283,-3.942149547,-0.133771409,-5.780378155,8.149112559,-2.130269439,8.178714099,-1.851353864,4
3.638998313,11.37413126,-4.838579723,6.399988121,-10.1999304,-1.187187177,-11.44694697,10.25380342,1.779148139,11.30673763,10.77000237,8.159398626,1
-2.258336361,-0.411065718,0.595759498,4.175687018,0.451315601,2.674499077,7.405617519,-3.348982148,-0.779165405,-0.258602194,4.610376585,0.089785639,3
-7.496675964,-7.627517026,1.64034121,-7.629742184,3.262822525,1.142163052,-0.836486068,6.275936778,0.45467347,-11.21928779,-5.259658434,2.123564459,2
6.370682109,-1.319712114,-7.064705259,1.237944245,7.618998179,6.547142264,-3.46548439,-8.712893072,-0.674661758,-6.722217585,7.258196676,9.176797878,5
0.746226397,0.494608003,-0.760479734,5.787966577,-3.170890161,1.77383333,6.378361972,-9.678099784,-3.320820885,1.772453,3.90380462,-5.74644689,3
1.458906703,-1.798360538,-4.345919654,1.416413682,-1.697567552,0.328357301,5.799022392,-5.651606256,-5.488923767,-0.020138192,2.594650326,-8.368930717,3
10.34527388,-2.08085682,-4.141370146,3.439821019,8.983492474,3.117095185,1.177040101,-8.762721878,5.067976886,-5.454465309,5.932544295,5.639876882,5
5.540628557,-1.347799379,-0.282514844,2.816366939,6.833224392,8.083751119,1.478949854,-8.898512497,7.862327894,-4.786166868,4.727710251,6.146563346,5
8.154184529,0.605408815,9.012815299,6.392923076,4.880094717,-9.946118802,9.673401604,-11.37887698,-4.880873276,1.891308741,7.28889663,-6.856787056,0
7.848357925,9.983801942,-7.061299173,-0.848017192,-10.85575862,-4.828335023,-9.254394849,10.73824438,2.772685233,8.961517716,6.06710244,8.529734559,1
-4.217191829,-8.960323517,4.737283156,-8.026515554,3.429852778,-4.427444084,-1.493286644,6.719345902,2.028751201,-5.031472082,-4.642596729,3.623182381,2
-2.671577285,-7.390911705,1.651709185,-3.022917544,5.518927102,-2.027683211,2.303296903,9.816093538,2.897257612,-8.371913677,-7.242514345,-0.409112444,2
3.554387831,2.299337434,6.703362903,0.900220244,0.023403903,-7.727032933,1.337509618,-4.721913251,6.963307844,0.203271923,7.395897347,-0.882008639,4
10.86591422,0.362060539,7.951891237,4.5184436,4.814067422,-7.852007636,9.92893759,-9.246199313,-8.72892131,-0.720413116,3.331101902,-3.912136437,0
7.831288555,12.09548019,-3.905427413,-2.955767611,-10.65368115,-1.274265157,-8.51319684,8.62682905,-2.861066748,6.285358985,7.299209483,4.042281384,1
4.44416404,3.794957437,7.601339738,-3.485332318,0.138212488,-5.536468493,0.285203782,-4.152569417,8.761651077,-4.731312953,4.004668948,-0.811546803,4
0.218944256,0.765582404,-0.15212091,1.972331475,-5.330631625,-0.431021951,4.865345166,-3.100302383,-1.627934697,-1.587497832,2.094120207,-5.299158125,3
-3.555681707,0.794978868,8.763916555,1.256489982,-0.249879689,-6.06695216,-3.351256568,-3.252239047,10.60010096,-1.037897034,6.386285809,-1.412310521,4
-1.075740583,5.170720185,-3.111304309,4.494407531,-0.353448148,2.461463199,7.591444889,-5.067593054,-2.588929757,-0.224629809,4.216171173,-6.068962603,3
10.70793793,-0.205010431,12.54547465,7.374969172,1.670195757,-5.521505836,11.21833508,-12.44791117,-7.824389443,-0.811350582,4.737361394,-2.476410011,0
0.278395684,1.108519299,9.478955534,-2.221028975,3.820989693,-5.492381341,0.169779646,-9.262589253,7.182137722,-2.316760544,7.008806506,0.564234497,4
1.13398784,-0.082132931,7.79170776,-0.99804003,3.933325681,-4.636203759,-1.930536252,-5.546234002,6.078147244,-2.040038057,5.990635545,-2.957403523,4
